,u,i,ts,label,idx
6931,942,11,30495600.0,-1.0,6932
6932,3742,22,30495600.0,-1.0,6933
6933,9,234,30495600.0,-1.0,6934
6934,22,683,30495600.0,-1.0,6935
6935,315,9,30495600.0,-1.0,6936
6936,17,9,30495600.0,-1.0,6937
6937,11,3742,30495600.0,-1.0,6938
6938,3742,11,30495600.0,-1.0,6939
6939,1,683,30582000.0,-1.0,6940
6940,681,2776,30582000.0,-1.0,6941
6941,2776,681,30582000.0,-1.0,6942
6942,211,15,30582000.0,-1.0,6943
6943,4,9,30582000.0,-1.0,6944
6944,9,2777,30582000.0,-1.0,6945
6945,15,211,30582000.0,-1.0,6946
6946,10,2778,30582000.0,-1.0,6947
6947,2778,10,30582000.0,-1.0,6948
6948,15,1,30668400.0,-1.0,6949
6949,22,681,30668400.0,-1.0,6950
6950,1,15,30668400.0,-1.0,6951
6951,22,933,30668400.0,-1.0,6952
6952,1,2775,30668400.0,-1.0,6953
6953,1,346,30668400.0,-1.0,6954
6954,933,22,30668400.0,-1.0,6955
6955,681,3782,30668400.0,-1.0,6956
6956,1282,255,30754800.0,-1.0,6957
6957,22,1638,30754800.0,-1.0,6958
6958,1638,22,30754800.0,-1.0,6959
6959,255,1282,30754800.0,-1.0,6960
6960,17,871,30754800.0,-1.0,6961
6961,3782,146,30754800.0,-1.0,6962
6962,146,3782,30754800.0,-1.0,6963
6963,871,17,30754800.0,-1.0,6964
6964,2529,795,30841200.0,-1.0,6965
6965,1727,255,30841200.0,-1.0,6966
6966,9,1287,30841200.0,-1.0,6967
6967,3744,22,30841200.0,-1.0,6968
6968,274,15,30841200.0,-1.0,6969
6969,255,1727,30841200.0,-1.0,6970
6970,3744,683,30841200.0,-1.0,6971
6971,1287,9,30841200.0,-1.0,6972
6972,15,274,30841200.0,-1.0,6973
6973,3744,98,30841200.0,-1.0,6974
6974,944,3744,30841200.0,-1.0,6975
6975,3744,944,30841200.0,-1.0,6976
6976,3744,18,30841200.0,-1.0,6977
6977,944,1,30927600.0,-1.0,6978
6978,305,1,30927600.0,-1.0,6979
6979,1,305,30927600.0,-1.0,6980
6980,2779,1,30927600.0,-1.0,6981
6981,1,944,30927600.0,-1.0,6982
6982,1,2779,30927600.0,-1.0,6983
6983,57,872,31014000.0,-1.0,6984
6984,57,346,31014000.0,-1.0,6985
6985,44,1729,31014000.0,-1.0,6986
6986,632,44,31014000.0,-1.0,6987
6987,872,57,31014000.0,-1.0,6988
6988,44,632,31014000.0,-1.0,6989
6989,346,57,31014000.0,-1.0,6990
6990,346,942,31014000.0,-1.0,6991
6991,18,2690,31014000.0,-1.0,6992
6992,57,304,31014000.0,-1.0,6993
6993,305,944,31100400.0,-1.0,6994
6994,304,346,31100400.0,-1.0,6995
6995,1,2780,31100400.0,-1.0,6996
6996,1729,44,31100400.0,-1.0,6997
6997,944,305,31100400.0,-1.0,6998
6998,2780,1,31100400.0,-1.0,6999
6999,346,304,31100400.0,-1.0,7000
7000,18,3744,31100400.0,-1.0,7001
7001,121,18,31186800.0,-1.0,7002
7002,18,872,31186800.0,-1.0,7003
7003,304,57,31186800.0,-1.0,7004
7004,9,2781,31186800.0,-1.0,7005
7005,212,35,31186800.0,-1.0,7006
7006,3744,346,31186800.0,-1.0,7007
7007,2781,9,31186800.0,-1.0,7008
7008,18,121,31186800.0,-1.0,7009
7009,871,2,31273200.0,-1.0,7010
7010,683,26,31273200.0,-1.0,7011
7011,22,1138,31273200.0,-1.0,7012
7012,2,871,31273200.0,-1.0,7013
7013,26,683,31273200.0,-1.0,7014
7014,26,22,31273200.0,-1.0,7015
7015,26,943,31273200.0,-1.0,7016
7016,9,681,31273200.0,-1.0,7017
7017,315,26,31273200.0,-1.0,7018
7018,683,3744,31273200.0,-1.0,7019
7019,942,26,31273200.0,-1.0,7020
7020,943,26,31273200.0,-1.0,7021
7021,305,26,31359600.0,-1.0,7022
7022,26,305,31359600.0,-1.0,7023
7023,17,15,31359600.0,-1.0,7024
7024,615,67,31359600.0,-1.0,7025
7025,67,615,31359600.0,-1.0,7026
7026,1714,9,31449600.0,-1.0,7027
7027,1,2783,31449600.0,-1.0,7028
7028,587,2,31449600.0,-1.0,7029
7029,75,1,31449600.0,-1.0,7030
7030,587,305,31449600.0,-1.0,7031
7031,193,26,31449600.0,-1.0,7032
7032,2,587,31449600.0,-1.0,7033
7033,681,9,31449600.0,-1.0,7034
7034,942,232,31449600.0,-1.0,7035
7035,232,274,31449600.0,-1.0,7036
7036,26,193,31449600.0,-1.0,7037
7037,1,587,31449600.0,-1.0,7038
7038,2690,18,31536000.0,-1.0,7039
7039,346,3744,31536000.0,-1.0,7040
7040,505,26,31536000.0,-1.0,7041
7041,942,346,31536000.0,-1.0,7042
7042,22,1,31536000.0,-1.0,7043
7043,26,505,31536000.0,-1.0,7044
7044,17,211,31536000.0,-1.0,7045
7045,346,9,31536000.0,-1.0,7046
7046,3782,505,31536000.0,-1.0,7047
7047,505,3782,31536000.0,-1.0,7048
7048,1,22,31536000.0,-1.0,7049
7049,3782,587,31536000.0,-1.0,7050
7050,346,305,31536000.0,-1.0,7051
7051,9,15,31536000.0,-1.0,7052
7052,9,346,31536000.0,-1.0,7053
7053,587,1,31536000.0,-1.0,7054
7054,305,346,31536000.0,-1.0,7055
7055,40,98,31622400.0,-1.0,7056
7056,571,1281,31622400.0,-1.0,7057
7057,1281,571,31622400.0,-1.0,7058
7058,2,9,31622400.0,-1.0,7059
7059,1,2786,31622400.0,-1.0,7060
7060,1,2784,31622400.0,-1.0,7061
7061,942,871,31622400.0,-1.0,7062
7062,3782,255,31622400.0,-1.0,7063
7063,1022,305,31622400.0,-1.0,7064
7064,3782,305,31622400.0,-1.0,7065
7065,255,3782,31622400.0,-1.0,7066
7066,305,3782,31622400.0,-1.0,7067
7067,108,546,31622400.0,-1.0,7068
7068,3782,256,31622400.0,-1.0,7069
7069,871,942,31622400.0,-1.0,7070
7070,869,2123,31708800.0,-1.0,7071
7071,305,587,31708800.0,-1.0,7072
7072,3782,1,31708800.0,-1.0,7073
7073,346,256,31708800.0,-1.0,7074
7074,3782,1709,31708800.0,-1.0,7075
7075,305,2785,31708800.0,-1.0,7076
7076,18,3782,31708800.0,-1.0,7077
7077,22,346,31708800.0,-1.0,7078
7078,346,22,31708800.0,-1.0,7079
7079,1,3782,31708800.0,-1.0,7080
7080,256,346,31708800.0,-1.0,7081
7081,1709,3782,31708800.0,-1.0,7082
7082,1022,3782,31708800.0,-1.0,7083
7083,3782,1022,31708800.0,-1.0,7084
7084,2123,869,31708800.0,-1.0,7085
7085,98,40,31708800.0,-1.0,7086
7086,255,97,31795200.0,-1.0,7087
7087,409,255,31795200.0,-1.0,7088
7088,255,409,31795200.0,-1.0,7089
7089,409,9,31795200.0,-1.0,7090
7090,305,33,31795200.0,-1.0,7091
7091,33,305,31795200.0,-1.0,7092
7092,26,45,31795200.0,-1.0,7093
7093,45,26,31795200.0,-1.0,7094
7094,409,2130,31795200.0,-1.0,7095
7095,97,255,31795200.0,-1.0,7096
7096,2130,409,31795200.0,-1.0,7097
7097,2784,1,31795200.0,-1.0,7098
7098,203,22,31795200.0,-1.0,7099
7099,98,9,31795200.0,-1.0,7100
7100,683,4,31881600.0,-1.0,7101
7101,3782,2789,31881600.0,-1.0,7102
7102,256,2790,31881600.0,-1.0,7103
7103,22,67,31881600.0,-1.0,7104
7104,2790,256,31881600.0,-1.0,7105
7105,67,22,31881600.0,-1.0,7106
7106,4,683,31881600.0,-1.0,7107
7107,122,467,31968000.0,-1.0,7108
7108,57,1728,31968000.0,-1.0,7109
7109,270,3634,31968000.0,-1.0,7110
7110,304,3782,31968000.0,-1.0,7111
7111,467,122,31968000.0,-1.0,7112
7112,3460,35,31968000.0,-1.0,7113
7113,2,175,31968000.0,-1.0,7114
7114,270,2,31968000.0,-1.0,7115
7115,175,2,31968000.0,-1.0,7116
7116,97,854,31968000.0,-1.0,7117
7117,854,97,31968000.0,-1.0,7118
7118,2,270,31968000.0,-1.0,7119
7119,2790,2788,32054400.0,-1.0,7120
7120,67,1730,32054400.0,-1.0,7121
7121,14,944,32054400.0,-1.0,7122
7122,1730,67,32054400.0,-1.0,7123
7123,14,122,32054400.0,-1.0,7124
7124,1728,57,32054400.0,-1.0,7125
7125,122,14,32054400.0,-1.0,7126
7126,1479,3782,32140800.0,-1.0,7127
7127,256,2792,32140800.0,-1.0,7128
7128,22,40,32140800.0,-1.0,7129
7129,2792,256,32140800.0,-1.0,7130
7130,3782,1479,32140800.0,-1.0,7131
7131,1023,3744,32140800.0,-1.0,7132
7132,11,2791,32140800.0,-1.0,7133
7133,232,1727,32140800.0,-1.0,7134
7134,3744,1023,32140800.0,-1.0,7135
7135,40,22,32140800.0,-1.0,7136
7136,944,14,32140800.0,-1.0,7137
7137,304,15,32140800.0,-1.0,7138
7138,3744,14,32140800.0,-1.0,7139
7139,305,1022,32140800.0,-1.0,7140
7140,1727,232,32140800.0,-1.0,7141
7141,14,3744,32140800.0,-1.0,7142
7142,1731,14,32227200.0,-1.0,7143
7143,360,17,32227200.0,-1.0,7144
7144,17,360,32227200.0,-1.0,7145
7145,2132,3744,32227200.0,-1.0,7146
7146,3744,2132,32227200.0,-1.0,7147
7147,2,681,32227200.0,-1.0,7148
7148,17,942,32227200.0,-1.0,7149
7149,2498,1,32227200.0,-1.0,7150
7150,1,2498,32227200.0,-1.0,7151
7151,942,17,32227200.0,-1.0,7152
7152,22,39,32227200.0,-1.0,7153
7153,14,1731,32227200.0,-1.0,7154
7154,681,2,32227200.0,-1.0,7155
7155,943,9,32313600.0,-1.0,7156
7156,57,630,32313600.0,-1.0,7157
7157,9,943,32313600.0,-1.0,7158
7158,588,51,32313600.0,-1.0,7159
7159,3744,51,32313600.0,-1.0,7160
7160,14,2135,32313600.0,-1.0,7161
7161,57,18,32313600.0,-1.0,7162
7162,57,389,32313600.0,-1.0,7163
7163,51,588,32313600.0,-1.0,7164
7164,2135,14,32313600.0,-1.0,7165
7165,1436,1,32400000.0,-1.0,7166
7166,1,1436,32400000.0,-1.0,7167
7167,14,2796,32400000.0,-1.0,7168
7168,51,2133,32400000.0,-1.0,7169
7169,2131,1479,32400000.0,-1.0,7170
7170,2796,14,32400000.0,-1.0,7171
7171,1479,2131,32400000.0,-1.0,7172
7172,14,2134,32400000.0,-1.0,7173
7173,22,1023,32486400.0,-1.0,7174
7174,1427,26,32486400.0,-1.0,7175
7175,57,256,32572800.0,-1.0,7176
7176,2777,9,32572800.0,-1.0,7177
7177,1,2793,32572800.0,-1.0,7178
7178,1,1288,32572800.0,-1.0,7179
7179,154,9,32659200.0,-1.0,7180
7180,256,57,32659200.0,-1.0,7181
7181,9,154,32659200.0,-1.0,7182
7182,78,17,32745600.0,-1.0,7183
7183,33,1139,32745600.0,-1.0,7184
7184,17,78,32745600.0,-1.0,7185
7185,17,2797,32745600.0,-1.0,7186
7186,1023,22,32745600.0,-1.0,7187
7187,1139,9,32745600.0,-1.0,7188
7188,1139,14,32745600.0,-1.0,7189
7189,2136,14,32745600.0,-1.0,7190
7190,939,14,32745600.0,-1.0,7191
7191,14,2136,32745600.0,-1.0,7192
7192,14,939,32745600.0,-1.0,7193
7193,1288,1,32745600.0,-1.0,7194
7194,203,11,32745600.0,-1.0,7195
7195,2138,14,32745600.0,-1.0,7196
7196,9,1023,32745600.0,-1.0,7197
7197,409,2138,32745600.0,-1.0,7198
7198,9,1139,32745600.0,-1.0,7199
7199,14,2138,32745600.0,-1.0,7200
7200,1139,33,32745600.0,-1.0,7201
7201,14,1139,32745600.0,-1.0,7202
7202,304,2799,32832000.0,-1.0,7203
7203,3634,3461,32832000.0,-1.0,7204
7204,2137,57,32832000.0,-1.0,7205
7205,51,2798,32832000.0,-1.0,7206
7206,9,854,32832000.0,-1.0,7207
7207,2798,51,32832000.0,-1.0,7208
7208,1288,67,32832000.0,-1.0,7209
7209,1,2795,32832000.0,-1.0,7210
7210,113,9,32832000.0,-1.0,7211
7211,67,1288,32832000.0,-1.0,7212
7212,57,2137,32832000.0,-1.0,7213
7213,14,1289,32832000.0,-1.0,7214
7214,42,1290,32918400.0,-1.0,7215
7215,1290,1,32918400.0,-1.0,7216
7216,67,2800,32918400.0,-1.0,7217
7217,2795,1,32918400.0,-1.0,7218
7218,1290,42,32918400.0,-1.0,7219
7219,14,1288,32918400.0,-1.0,7220
7220,2799,304,32918400.0,-1.0,7221
7221,9,67,32918400.0,-1.0,7222
7222,1288,14,32918400.0,-1.0,7223
7223,2800,67,32918400.0,-1.0,7224
7224,17,11,33004800.0,-1.0,7225
7225,1023,9,33004800.0,-1.0,7226
7226,1290,67,33004800.0,-1.0,7227
7227,67,1290,33004800.0,-1.0,7228
7228,11,3461,33004800.0,-1.0,7229
7229,78,1290,33004800.0,-1.0,7230
7230,1290,78,33004800.0,-1.0,7231
7231,630,57,33004800.0,-1.0,7232
7232,3744,122,33091200.0,-1.0,7233
7233,14,1290,33091200.0,-1.0,7234
7234,3782,409,33091200.0,-1.0,7235
7235,1603,67,33091200.0,-1.0,7236
7236,1290,14,33091200.0,-1.0,7237
7237,67,1603,33091200.0,-1.0,7238
7238,1970,409,33091200.0,-1.0,7239
7239,409,1970,33091200.0,-1.0,7240
7240,409,3782,33091200.0,-1.0,7241
7241,51,40,33177600.0,-1.0,7242
7242,51,35,33177600.0,-1.0,7243
7243,40,51,33177600.0,-1.0,7244
7244,40,255,33177600.0,-1.0,7245
7245,255,40,33177600.0,-1.0,7246
7246,4,251,33264000.0,-1.0,7247
7247,945,1479,33264000.0,-1.0,7248
7248,51,2802,33264000.0,-1.0,7249
7249,2802,51,33264000.0,-1.0,7250
7250,284,3551,33264000.0,-1.0,7251
7251,945,14,33264000.0,-1.0,7252
7252,1,736,33264000.0,-1.0,7253
7253,236,256,33264000.0,-1.0,7254
7254,304,945,33264000.0,-1.0,7255
7255,256,236,33264000.0,-1.0,7256
7256,3705,42,33264000.0,-1.0,7257
7257,9,40,33264000.0,-1.0,7258
7258,14,945,33264000.0,-1.0,7259
7259,2802,11,33264000.0,-1.0,7260
7260,346,35,33264000.0,-1.0,7261
7261,42,3705,33264000.0,-1.0,7262
7262,1,2136,33350400.0,-1.0,7263
7263,37,9,33350400.0,-1.0,7264
7264,3705,78,33350400.0,-1.0,7265
7265,1,2801,33350400.0,-1.0,7266
7266,9,37,33350400.0,-1.0,7267
7267,945,304,33350400.0,-1.0,7268
7268,33,146,33436800.0,-1.0,7269
7269,2801,1,33436800.0,-1.0,7270
7270,14,588,33436800.0,-1.0,7271
7271,146,33,33436800.0,-1.0,7272
7272,14,1481,33436800.0,-1.0,7273
7273,14,2804,33523200.0,-1.0,7274
7274,2804,14,33523200.0,-1.0,7275
7275,2805,117,33523200.0,-1.0,7276
7276,117,2805,33523200.0,-1.0,7277
7277,1970,256,33523200.0,-1.0,7278
7278,943,256,33523200.0,-1.0,7279
7279,272,47,33523200.0,-1.0,7280
7280,51,47,33523200.0,-1.0,7281
7281,3782,588,33523200.0,-1.0,7282
7282,9,47,33523200.0,-1.0,7283
7283,1732,17,33523200.0,-1.0,7284
7284,57,1689,33523200.0,-1.0,7285
7285,256,943,33523200.0,-1.0,7286
7286,1,38,33523200.0,-1.0,7287
7287,256,1970,33523200.0,-1.0,7288
7288,17,1732,33523200.0,-1.0,7289
7289,1732,135,33523200.0,-1.0,7290
7290,47,51,33523200.0,-1.0,7291
7291,1724,1,33609600.0,-1.0,7292
7292,1689,35,33609600.0,-1.0,7293
7293,1,1724,33609600.0,-1.0,7294
7294,14,316,33609600.0,-1.0,7295
7295,40,9,33609600.0,-1.0,7296
7296,316,14,33609600.0,-1.0,7297
7297,14,42,33609600.0,-1.0,7298
7298,1689,57,33609600.0,-1.0,7299
7299,409,1481,33696000.0,-1.0,7300
7300,26,1128,33696000.0,-1.0,7301
7301,1128,1,33696000.0,-1.0,7302
7302,409,1128,33696000.0,-1.0,7303
7303,409,51,33696000.0,-1.0,7304
7304,37,14,33696000.0,-1.0,7305
7305,17,107,33696000.0,-1.0,7306
7306,1,1128,33696000.0,-1.0,7307
7307,17,65,33696000.0,-1.0,7308
7308,65,51,33696000.0,-1.0,7309
7309,1128,409,33696000.0,-1.0,7310
7310,2143,51,33696000.0,-1.0,7311
7311,14,37,33696000.0,-1.0,7312
7312,17,2143,33696000.0,-1.0,7313
7313,65,17,33696000.0,-1.0,7314
7314,1128,26,33696000.0,-1.0,7315
7315,2142,14,33696000.0,-1.0,7316
7316,2124,9,33696000.0,-1.0,7317
7317,14,2142,33696000.0,-1.0,7318
7318,33,26,33696000.0,-1.0,7319
7319,2143,17,33696000.0,-1.0,7320
7320,51,409,33696000.0,-1.0,7321
7321,2124,14,33696000.0,-1.0,7322
7322,14,2124,33696000.0,-1.0,7323
7323,33,9,33696000.0,-1.0,7324
7324,409,26,33696000.0,-1.0,7325
7325,51,2143,33696000.0,-1.0,7326
7326,51,672,33782400.0,-1.0,7327
7327,107,1420,33782400.0,-1.0,7328
7328,1128,3782,33782400.0,-1.0,7329
7329,17,2,33782400.0,-1.0,7330
7330,14,1128,33782400.0,-1.0,7331
7331,1136,516,33868800.0,-1.0,7332
7332,9,2145,33868800.0,-1.0,7333
7333,9,1136,33868800.0,-1.0,7334
7334,65,4,33868800.0,-1.0,7335
7335,4,65,33868800.0,-1.0,7336
7336,1136,9,33868800.0,-1.0,7337
7337,1481,409,33868800.0,-1.0,7338
7338,18,2803,33868800.0,-1.0,7339
7339,1,255,33955200.0,-1.0,7340
7340,516,65,33955200.0,-1.0,7341
7341,107,17,33955200.0,-1.0,7342
7342,2145,3782,33955200.0,-1.0,7343
7343,255,1,33955200.0,-1.0,7344
7344,3782,2145,33955200.0,-1.0,7345
7345,65,516,33955200.0,-1.0,7346
7346,18,38,33955200.0,-1.0,7347
7347,256,18,34041600.0,-1.0,7348
7348,79,67,34041600.0,-1.0,7349
7349,18,736,34041600.0,-1.0,7350
7350,67,79,34041600.0,-1.0,7351
7351,67,316,34041600.0,-1.0,7352
7352,145,51,34041600.0,-1.0,7353
7353,2145,9,34041600.0,-1.0,7354
7354,1480,57,34041600.0,-1.0,7355
7355,2144,14,34041600.0,-1.0,7356
7356,107,317,34041600.0,-1.0,7357
7357,1289,14,34041600.0,-1.0,7358
7358,42,14,34041600.0,-1.0,7359
7359,145,65,34041600.0,-1.0,7360
7360,65,145,34041600.0,-1.0,7361
7361,14,2144,34041600.0,-1.0,7362
7362,67,211,34128000.0,-1.0,7363
7363,211,3462,34128000.0,-1.0,7364
7364,211,1286,34128000.0,-1.0,7365
7365,67,255,34128000.0,-1.0,7366
7366,271,40,34128000.0,-1.0,7367
7367,2803,18,34128000.0,-1.0,7368
7368,40,271,34128000.0,-1.0,7369
7369,211,67,34128000.0,-1.0,7370
7370,255,67,34128000.0,-1.0,7371
7371,14,2146,34128000.0,-1.0,7372
7372,2146,14,34128000.0,-1.0,7373
7373,3462,211,34128000.0,-1.0,7374
7374,1,2806,34128000.0,-1.0,7375
7375,256,42,34128000.0,-1.0,7376
7376,9,1286,34128000.0,-1.0,7377
7377,2806,1,34128000.0,-1.0,7378
7378,3462,156,34128000.0,-1.0,7379
7379,42,256,34128000.0,-1.0,7380
7380,14,75,34214400.0,-1.0,7381
7381,2809,33,34214400.0,-1.0,7382
7382,33,2809,34214400.0,-1.0,7383
7383,40,2140,34214400.0,-1.0,7384
7384,1291,516,34214400.0,-1.0,7385
7385,317,107,34214400.0,-1.0,7386
7386,51,65,34214400.0,-1.0,7387
7387,2140,40,34214400.0,-1.0,7388
7388,75,14,34214400.0,-1.0,7389
7389,516,1291,34214400.0,-1.0,7390
7390,9,108,34300800.0,-1.0,7391
7391,1734,9,34300800.0,-1.0,7392
7392,108,9,34300800.0,-1.0,7393
7393,57,1480,34300800.0,-1.0,7394
7394,249,193,34300800.0,-1.0,7395
7395,193,249,34300800.0,-1.0,7396
7396,108,20,34300800.0,-1.0,7397
7397,57,1733,34300800.0,-1.0,7398
7398,2146,547,34300800.0,-1.0,7399
7399,9,1734,34300800.0,-1.0,7400
7400,26,547,34300800.0,-1.0,7401
7401,22,284,34300800.0,-1.0,7402
7402,135,547,34300800.0,-1.0,7403
7403,2,108,34300800.0,-1.0,7404
7404,1128,14,34300800.0,-1.0,7405
7405,516,547,34300800.0,-1.0,7406
7406,108,2,34300800.0,-1.0,7407
7407,17,51,34387200.0,-1.0,7408
7408,9,51,34387200.0,-1.0,7409
7409,1,2144,34387200.0,-1.0,7410
7410,1733,57,34387200.0,-1.0,7411
7411,9,193,34387200.0,-1.0,7412
7412,4,35,34387200.0,-1.0,7413
7413,51,17,34387200.0,-1.0,7414
7414,1,2808,34473600.0,-1.0,7415
7415,3462,9,34473600.0,-1.0,7416
7416,256,3462,34473600.0,-1.0,7417
7417,2150,33,34473600.0,-1.0,7418
7418,33,2150,34473600.0,-1.0,7419
7419,40,2,34473600.0,-1.0,7420
7420,14,664,34473600.0,-1.0,7421
7421,664,14,34473600.0,-1.0,7422
7422,65,14,34473600.0,-1.0,7423
7423,484,188,34473600.0,-1.0,7424
7424,188,484,34473600.0,-1.0,7425
7425,9,3462,34473600.0,-1.0,7426
7426,3462,2811,34473600.0,-1.0,7427
7427,14,407,34473600.0,-1.0,7428
7428,3462,256,34473600.0,-1.0,7429
7429,14,1724,34560000.0,-1.0,7430
7430,14,1256,34560000.0,-1.0,7431
7431,77,3462,34560000.0,-1.0,7432
7432,77,24,34560000.0,-1.0,7433
7433,14,586,34560000.0,-1.0,7434
7434,51,2150,34560000.0,-1.0,7435
7435,24,77,34560000.0,-1.0,7436
7436,51,345,34560000.0,-1.0,7437
7437,1256,873,34560000.0,-1.0,7438
7438,2151,51,34560000.0,-1.0,7439
7439,14,65,34560000.0,-1.0,7440
7440,943,2149,34560000.0,-1.0,7441
7441,586,14,34560000.0,-1.0,7442
7442,2811,3462,34560000.0,-1.0,7443
7443,1724,14,34560000.0,-1.0,7444
7444,1256,14,34560000.0,-1.0,7445
7445,2150,51,34560000.0,-1.0,7446
7446,51,2151,34560000.0,-1.0,7447
7447,1,2149,34646400.0,-1.0,7448
7448,255,65,34646400.0,-1.0,7449
7449,18,256,34646400.0,-1.0,7450
7450,65,113,34646400.0,-1.0,7451
7451,45,21,34646400.0,-1.0,7452
7452,9,1709,34646400.0,-1.0,7453
7453,65,255,34646400.0,-1.0,7454
7454,2149,943,34646400.0,-1.0,7455
7455,3462,77,34646400.0,-1.0,7456
7456,113,65,34646400.0,-1.0,7457
7457,2147,24,34646400.0,-1.0,7458
7458,1709,9,34646400.0,-1.0,7459
7459,24,2147,34646400.0,-1.0,7460
7460,2149,35,34646400.0,-1.0,7461
7461,9,305,34646400.0,-1.0,7462
7462,305,9,34646400.0,-1.0,7463
7463,14,1734,34732800.0,-1.0,7464
7464,108,1292,34732800.0,-1.0,7465
7465,1734,14,34732800.0,-1.0,7466
7466,20,11,34732800.0,-1.0,7467
7467,1137,14,34732800.0,-1.0,7468
7468,14,2812,34732800.0,-1.0,7469
7469,1024,14,34732800.0,-1.0,7470
7470,22,203,34732800.0,-1.0,7471
7471,14,1024,34732800.0,-1.0,7472
7472,14,1137,34732800.0,-1.0,7473
7473,11,20,34732800.0,-1.0,7474
7474,588,14,34732800.0,-1.0,7475
7475,2808,1,34732800.0,-1.0,7476
7476,9,1292,34819200.0,-1.0,7477
7477,75,2,34819200.0,-1.0,7478
7478,9,156,34819200.0,-1.0,7479
7479,4,561,34819200.0,-1.0,7480
7480,561,4,34819200.0,-1.0,7481
7481,77,65,34819200.0,-1.0,7482
7482,2,75,34819200.0,-1.0,7483
7483,316,67,34819200.0,-1.0,7484
7484,681,304,34819200.0,-1.0,7485
7485,304,681,34819200.0,-1.0,7486
7486,65,77,34819200.0,-1.0,7487
7487,14,67,34819200.0,-1.0,7488
7488,67,14,34819200.0,-1.0,7489
7489,211,21,34819200.0,-1.0,7490
7490,211,1292,34905600.0,-1.0,7491
7491,1,2152,34905600.0,-1.0,7492
7492,51,156,34992000.0,-1.0,7493
7493,17,113,34992000.0,-1.0,7494
7494,14,545,34992000.0,-1.0,7495
7495,113,17,34992000.0,-1.0,7496
7496,156,51,34992000.0,-1.0,7497
7497,57,874,34992000.0,-1.0,7498
7498,482,14,34992000.0,-1.0,7499
7499,14,482,34992000.0,-1.0,7500
7500,113,14,35078400.0,-1.0,7501
7501,193,107,35078400.0,-1.0,7502
7502,1,1483,35078400.0,-1.0,7503
7503,1,1482,35078400.0,-1.0,7504
7504,1483,14,35078400.0,-1.0,7505
7505,4,156,35078400.0,-1.0,7506
7506,156,4,35078400.0,-1.0,7507
7507,65,256,35078400.0,-1.0,7508
7508,255,35,35078400.0,-1.0,7509
7509,14,33,35078400.0,-1.0,7510
7510,14,113,35078400.0,-1.0,7511
7511,1483,1,35078400.0,-1.0,7512
7512,14,51,35078400.0,-1.0,7513
7513,14,1483,35078400.0,-1.0,7514
7514,256,65,35078400.0,-1.0,7515
7515,51,14,35078400.0,-1.0,7516
7516,33,14,35078400.0,-1.0,7517
7517,443,3566,35164800.0,-1.0,7518
7518,9,197,35164800.0,-1.0,7519
7519,14,3457,35164800.0,-1.0,7520
7520,2156,156,35164800.0,-1.0,7521
7521,156,2156,35164800.0,-1.0,7522
7522,9,3567,35164800.0,-1.0,7523
7523,9,2727,35164800.0,-1.0,7524
7524,14,2813,35164800.0,-1.0,7525
7525,14,1482,35164800.0,-1.0,7526
7526,11,14,35164800.0,-1.0,7527
7527,736,1,35164800.0,-1.0,7528
7528,40,14,35164800.0,-1.0,7529
7529,51,9,35164800.0,-1.0,7530
7530,146,14,35164800.0,-1.0,7531
7531,2727,9,35164800.0,-1.0,7532
7532,14,146,35164800.0,-1.0,7533
7533,1482,14,35164800.0,-1.0,7534
7534,1482,1,35164800.0,-1.0,7535
7535,14,40,35164800.0,-1.0,7536
7536,140,3744,35164800.0,-1.0,7537
7537,3744,140,35164800.0,-1.0,7538
7538,14,47,35164800.0,-1.0,7539
7539,197,9,35164800.0,-1.0,7540
7540,100,547,35251200.0,-1.0,7541
7541,1,1025,35251200.0,-1.0,7542
7542,14,1737,35251200.0,-1.0,7543
7543,9,2479,35251200.0,-1.0,7544
7544,1737,547,35251200.0,-1.0,7545
7545,1730,14,35251200.0,-1.0,7546
7546,39,9,35251200.0,-1.0,7547
7547,588,24,35251200.0,-1.0,7548
7548,1293,14,35251200.0,-1.0,7549
7549,1737,14,35251200.0,-1.0,7550
7550,14,1730,35251200.0,-1.0,7551
7551,1025,1,35251200.0,-1.0,7552
7552,14,1293,35251200.0,-1.0,7553
7553,409,797,35251200.0,-1.0,7554
7554,2807,35,35251200.0,-1.0,7555
7555,217,272,35251200.0,-1.0,7556
7556,2479,9,35251200.0,-1.0,7557
7557,24,588,35251200.0,-1.0,7558
7558,547,1737,35251200.0,-1.0,7559
7559,117,2148,35337600.0,-1.0,7560
7560,2148,117,35337600.0,-1.0,7561
7561,1025,37,35337600.0,-1.0,7562
7562,14,1025,35337600.0,-1.0,7563
7563,1025,14,35337600.0,-1.0,7564
7564,14,542,35337600.0,-1.0,7565
7565,197,17,35337600.0,-1.0,7566
7566,17,197,35337600.0,-1.0,7567
7567,38,1483,35337600.0,-1.0,7568
7568,51,157,35337600.0,-1.0,7569
7569,542,14,35337600.0,-1.0,7570
7570,57,294,35337600.0,-1.0,7571
7571,18,294,35337600.0,-1.0,7572
7572,18,160,35337600.0,-1.0,7573
7573,37,1025,35337600.0,-1.0,7574
7574,14,2148,35337600.0,-1.0,7575
7575,117,18,35337600.0,-1.0,7576
7576,2148,14,35337600.0,-1.0,7577
7577,3567,871,35424000.0,-1.0,7578
7578,871,3567,35424000.0,-1.0,7579
7579,1736,1,35424000.0,-1.0,7580
